707
857
2050
465
915
3243
2278
903
2943
1130
708
765
808
265
1955
1730
2105
1155
2377
726
3639
1605
3706
719
1951
1824
1091
1573
2185
963
2808
1364
5508
8711
2025
2336
1273
2859
781
1099
3076
2393
1115
2135
366
1612
1695
1498
1152
865
2421
1564
527
763
1325
2640
1358
3759
1106
1592
1251
2193
3575
569
1128
2814
511
1008
2791
806
2273
3001
1007
3116
1084
2532
1164
1014
1211
1972
891
1739
1571
1770
2914
1283
802
1521
1368
1239
2291
1009
3202
1070
3052
4689
490
1746
1504
508
2666
767
4581
1097
796
1513
1583
1373
865
1004
908
1495
1897
1312
1241
556
880
908
654
670
507
605
1034
2056
1044
2853
1350
1184
1183
2888
1666
1749
2884
2840
4552
2103
1211
926
891
792
803
654
2858
3093
1028
2065
2396
1480
733
3734
1109
1796
2181
2859
2537
2919
2440
5060
2240
2337
1038
1116
759
1980
2032
2837
203
873
1433
1031
4049
5652
1504
399
1603
660
705
2365
1686
1997
841
1093
2568
606
1366
1209
4625
4544
1261
1797
899
1489
1076
1130
1694
1859
1333
865
1456
2851
2091
2281
614
581
583
712
1026
1649
731
842
1054
2118
803
1342
1026
641
384
1298
7037
471
910
1060
482
1669
3140
1065
1313
2268
948
2961
1063
1690
633
372
540
1820
1330
1171
2593
2317
694
1000
1338
1905
1598
3235
3993
285
2828
1465
1081
909
1490
1058
874
1215
1584
1523
